Review Date,effectDate,Symbol,Weight,Market Cap,Sector,Sub-Sector,Carbon Emissions,Waste,Water Usage
2018-03-01,2018-03-01,ADP,0.0020385962137369,40051780143.12871,Technology,Software - Application,182.6642105916245,29.194500950677917,101.39594228771513
2018-03-01,2018-03-01,V,0.0114138432274031,224244868332.25995,Financial Services,Credit Services,320.25147100242737,21.610094322962755,102.46928242846181
2018-03-01,2018-03-01,DHR,0.0030842625973425,60595721026.08519,Healthcare,Diagnostics & Research,150.03421711259526,41.00299953842903,308.3738341468909
2018-03-01,2018-03-01,CHRW,0.000470872019476,9251102534.441433,Industrials,Integrated Freight & Logistics,863.6437782159717,152.7436946324472,750.9989205896628
2018-03-01,2018-03-01,STE,0.0004287315837822,8423180136.582152,Healthcare,Medical Devices,163.25706354807522,37.97769865684438,324.36824579571504
2018-03-01,2018-03-01,DRI,0.0004535692222425,8911158887.932137,Consumer Cyclical,Restaurants,505.54737350484214,93.26570001977548,580.4024754506664
2018-03-01,2018-03-01,PYPL,0.0038736660431561,76104929295.43489,Financial Services,Credit Services,274.41010608607354,19.67754404348079,108.43674788171336
2018-03-01,2018-03-01,DVA,0.0003032405858257,5957690489.232716,Healthcare,Medical Care Facilities,138.27137497343688,43.62631151747321,308.63118500053633
2018-03-01,2018-03-01,BXP,0.0007700543908189,15129062318.228125,Real Estate,REIT - Office,357.15639001193836,65.08052551246627,438.89110799933997
2018-03-01,2018-03-01,SYK,0.0029208839496037,57385862381.58209,Healthcare,Medical Devices,158.06154254512717,42.86055000102577,277.16739183207414
2018-03-01,2018-03-01,PAYC,0.0002935854495012,5767998487.101884,Technology,Software - Application,192.46854193662983,27.429547200432115,93.5626591599659
2018-03-01,2018-03-01,PAYX,0.0009432775240973,18532333060.62483,Technology,Software - Application,191.28012005380677,28.352689501390493,101.14099064297196
2018-03-01,2018-03-01,LRCX,0.0007743783460326,15214013964.071384,Technology,Semiconductor Equipment & Materials,189.12344989505462,31.328598988374228,107.28576093902657
2018-03-01,2018-03-01,PANW,0.0009634930069817,18929501499.630733,Technology,Software - Infrastructure,195.51109098551194,30.883742994203104,104.95961039738204
2018-03-01,2018-03-01,BRO,0.0003654469851934,7179843760.283252,Financial Services,Insurance Brokers,274.33019843694404,20.693663792533425,95.69583331302422
2018-03-01,2018-03-01,SNPS,0.0006511533611221,12793044097.39663,Technology,Software - Infrastructure,182.85776582375723,31.27036074523549,101.06179946278881
2018-03-01,2018-03-01,TTWO,0.0009693119180836,19043824162.724026,Communication Services,Electronic Gaming & Multimedia,150.07014752404473,51.30055499319403,219.59604944113158
2018-03-01,2018-03-01,DLR,0.0013339513272891,26207801683.435143,Real Estate,REIT - Specialty,338.6438173734495,61.49880065049682,385.12976881424487
2018-03-01,2018-03-01,BMY,0.0053298700003499,104714597234.61246,Healthcare,Drug Manufacturers - General,159.41627690340388,38.838849158020516,325.99941233767794
2018-03-01,2018-03-01,TROW,0.0009647092028118,18953395789.077435,Financial Services,Asset Management,278.0333058069531,19.79414897124698,103.04752034903832
2018-03-01,2018-03-01,ORCL,0.0063619399022058,124991411506.57672,Technology,Software - Infrastructure,215.0505796211691,28.82984524602125,97.31991341399674
2018-03-01,2018-03-01,DFS,0.0008496287055687,16692438595.455402,Financial Services,Credit Services,281.3011825062975,18.148877105657814,98.59224341795705
2018-03-01,2018-03-01,OKE,0.0010622957091993,20870653003.837967,Energy,Oil & Gas Midstream,4191.607145379106,397.55033378604656,1474.4440676610504
2018-03-01,2018-03-01,BSX,0.002036796237365,40016416466.19029,Healthcare,Medical Devices,159.17332663970996,38.706441862102224,317.70400788986484
2018-03-01,2018-03-01,LUV,0.0016336900901413,32096692749.37259,Industrials,Airlines,803.7092702504847,158.36332152728542,650.0736043707356
2018-03-01,2018-03-01,COST,0.0038715803920707,76063953040.22223,Consumer Defensive,Discount Stores,600.8657824182978,81.63557067992662,517.4922870633457
2018-03-01,2018-03-01,AMT,0.0028031052729307,55071894744.50504,Real Estate,REIT - Specialty,315.210941587562,59.78120091514567,379.5011775401342
2018-03-01,2018-03-01,REGN,0.0017270649335576,33931204495.35097,Healthcare,Biotechnology,163.08095884623773,42.35458401202992,319.53375826720855
2018-03-01,2018-03-01,FANG,0.0014769917764058,29018080924.11535,Energy,Oil & Gas E&P,4389.499356222493,432.16876154642796,1588.8781018057387
2018-03-01,2018-03-01,CF,0.0003073827785446,6039071093.675506,Basic Materials,Agricultural Inputs,2474.212923796285,195.5655578363838,1007.1451981854864
2018-03-01,2018-03-01,REG,0.0004061775465409,7980066716.258612,Real Estate,REIT - Retail,357.3821499352789,60.22741044089355,415.33698163873555
2018-03-01,2018-03-01,CFG,0.000717543763881,14097399416.510756,Financial Services,Banks - Regional,299.9414603444466,20.806362218396348,100.54859965293363
2018-03-01,2018-03-01,O,0.0015357900871836,30173276347.412422,Real Estate,REIT - Retail,345.35101441999683,63.507545417286394,412.7193750112891
2018-03-01,2018-03-01,CLX,0.0006678495119701,13121069117.012356,Consumer Defensive,Household & Personal Products,598.1956385692986,82.33084005966164,548.1450408670495
2018-03-01,2018-03-01,CNP,0.0007322152723272,14385646802.970736,Utilities,Utilities - Regulated Electric,2425.9572058645454,292.61143427145913,1226.888344736164
2018-03-01,2018-03-01,SLB,0.0038132402276427,74917758701.47191,Energy,Oil & Gas Equipment & Services,3900.9862187392723,419.83686999486684,1649.5140763991892
2018-03-01,2018-03-01,RTX,0.0048639631867515,95561044834.3456,Industrials,Aerospace & Defense,750.8618306885144,152.2459780015048,752.8533589591809
2018-03-01,2018-03-01,CME,0.0023589216222883,46345131789.27959,Financial Services,Financial Data & Stock Exchanges,303.01411993251094,21.174064453251997,99.2126240833393
2018-03-01,2018-03-01,CNC,0.0013127365291342,25790999952.05056,Healthcare,Healthcare Plans,163.17217551722604,42.296280553751714,277.5406207016083
2018-03-01,2018-03-01,STX,0.0004294509248566,8437312847.301493,Technology,Computer Hardware,201.68421056642356,28.417412630098784,104.82140070462778
2018-03-01,2018-03-01,RJF,0.0005662365634732,11124705420.530426,Financial Services,Asset Management,271.8013185105272,21.422761946171814,95.10971969388754
2018-03-01,2018-03-01,CMS,0.0005231095304731,10277399596.892002,Utilities,Utilities - Regulated Electric,2326.1949884412716,321.64852497135064,1296.424410751875
2018-03-01,2018-03-01,SBAC,0.0008093309597702,15900719056.240206,Real Estate,REIT - Specialty,347.8135361569344,55.87968627058696,416.218995882426
2018-03-01,2018-03-01,AVGO,0.0045864345599685,90108510650.06844,Technology,Semiconductors,203.35412403824597,31.375168087954236,93.27020998667118
2018-03-01,2018-03-01,PCAR,0.0009489302524501,18643390773.60844,Industrials,Farm & Heavy Construction Machinery,756.4549911628338,138.8100317781322,710.3040032901417
2018-03-01,2018-03-01,DXCM,0.0002717371220394,5338749966.919921,Healthcare,Medical Devices,135.53596567230176,39.54402757223325,329.276483616584
2018-03-01,2018-03-01,DAL,0.0017011250909566,33421571020.216576,Industrials,Airlines,873.4760220222281,146.71632656992244,734.9075981329701
2018-03-01,2018-03-01,BWA,0.0004297809604763,8443796972.990591,Consumer Cyclical,Auto Parts,549.2392857458485,103.9049476667311,576.4971545679983
2018-03-01,2018-03-01,TPR,0.000483542012627,9500026660.112576,Consumer Cyclical,Luxury Goods,537.2761475378296,108.97527006652372,597.3255418974369
2018-03-01,2018-03-01,OMC,0.0005758749288987,11314067929.083384,Communication Services,Advertising Agencies,141.94163425355484,45.4868979844141,196.01790887319527
2018-03-01,2018-03-01,D,0.0022802005186043,44798518332.36599,Utilities,Utilities - Regulated Electric,2574.8156856243763,302.3497382861858,1238.4531155352795
2018-03-01,2018-03-01,ODFL,0.00048757314168,9579225225.021358,Industrials,Trucking,845.0751783090241,152.50824469652576,716.8406593207283
2018-03-01,2018-03-01,BKNG,0.003309475804286,65020427492.74385,Consumer Cyclical,Travel Services,456.32003966880427,95.21207074395943,629.3585213708311
2018-03-01,2018-03-01,TRGP,0.0003781508914307,7429434167.7152195,Energy,Oil & Gas Midstream,4302.127141123286,399.0595266903093,1535.1325567294653
2018-03-01,2018-03-01,DPZ,0.0003558249733532,6990802546.451341,Consumer Cyclical,Restaurants,501.4668750156214,107.2585722316656,631.2528116550222
2018-03-01,2018-03-01,OXY,0.0026094182701455,51266575574.44851,Energy,Oil & Gas E&P,4265.551552513994,426.2745232973376,1547.672523381665
2018-03-01,2018-03-01,DOV,0.0005025299260503,9873077354.841587,Industrials,Specialty Industrial Machinery,759.8090858752901,158.97959259257712,731.3193299529235
2018-03-01,2018-03-01,BA,0.0131255536009116,257874405700.42804,Industrials,Aerospace & Defense,745.060866181359,150.3661044200769,709.1686495159491
2018-03-01,2018-03-01,TGT,0.0015147335296028,29759583528.250275,Consumer Defensive,Discount Stores,547.6159144742854,74.1799598645237,472.1573110798133
2018-03-01,2018-03-01,ORLY,0.000716839530987,14083563532.361626,Consumer Cyclical,Specialty Retail,528.1862228768813,90.00983747999656,641.0555783502105
2018-03-01,2018-03-01,NXPI,0.0014471139790555,28431079455.86439,Technology,Semiconductors,199.06606484628614,27.07379374174232,94.0615274279292
2018-03-01,2018-03-01,BK,0.0017007237578183,33413686130.355267,Financial Services,Banks - Diversified,301.29366503218546,19.753924731516857,99.35148584773512
2018-03-01,2018-03-01,TEL,0.0013883149317636,27275869562.462048,Technology,Electronic Components,181.04471391357873,29.39687400308745,108.31004081875236
2018-03-01,2018-03-01,DHI,0.0006359069271931,12493501296.534054,Consumer Cyclical,Residential Construction,481.546028051972,106.98924067343232,614.0795727227011
2018-03-01,2018-03-01,NVR,0.0004409122890669,8662491348.270971,Consumer Cyclical,Residential Construction,500.91537978474423,95.62522124160218,541.817611982594
2018-03-01,2018-03-01,DLTR,0.0011532415385649,22657442529.95476,Consumer Defensive,Discount Stores,497.6147090299835,75.64589053575506,465.65021528158843
2018-03-01,2018-03-01,ON,0.0005026534331362,9875503867.07472,Technology,Semiconductors,202.294829312452,29.041114734832576,92.90914013922094
2018-03-01,2018-03-01,DG,0.000969875917891,19054904923.16829,Consumer Defensive,Discount Stores,578.8658547486805,85.8907492772152,468.19624236402086
2018-03-01,2018-03-01,TMUS,0.0034867029664129,68502364369.24212,Communication Services,Telecom Services,159.82359894815087,54.84078812459232,207.00881984160478
2018-03-01,2018-03-01,DVN,0.0007873547042849,15468957166.79032,Energy,Oil & Gas E&P,3713.425365807884,384.48342853142333,1418.1811539293908
2018-03-01,2018-03-01,BR,0.0005161731831214,10141122948.64994,Technology,Information Technology Services,184.63100807933216,28.55757167389972,101.67123902548873
2018-03-01,2018-03-01,SYY,0.0012340459420753,24244986047.491047,Consumer Defensive,Food Distribution,542.2133890852886,78.62894144068406,458.426088092085
2018-03-01,2018-03-01,PKG,0.000444779385433,8738467204.795094,Consumer Cyclical,Packaging & Containers,458.8027943983792,93.92947891536875,592.518647969676
2018-03-01,2018-03-01,KDP,0.0010918795637555,21451879452.94257,Consumer Defensive,Beverages - Non-Alcoholic,577.1829031479668,77.97675075835707,457.1113748449341
2018-03-01,2018-03-01,RL,0.0002848046850646,5595485046.562107,Consumer Cyclical,Apparel Manufacturing,490.35770463312434,105.2697182675912,546.1861596607353
2018-03-01,2018-03-01,HBAN,0.0008188581479909,16087897294.59162,Financial Services,Banks - Regional,316.2061586834612,20.699092678339042,100.94635402091157
2018-03-01,2018-03-01,GM,0.0019410308425026,38134938165.33546,Consumer Cyclical,Auto Manufacturers,539.3462790285959,93.2617871883535,629.2053440821214
2018-03-01,2018-03-01,WFC,0.0079651331479953,156488940529.0627,Financial Services,Banks - Diversified,320.7167077543187,21.915223480245967,105.67338647416302
2018-03-01,2018-03-01,ALGN,0.0009643261346397,18945869746.35071,Healthcare,Medical Instruments & Supplies,149.39899020685436,41.34203654451647,284.83460146965353
2018-03-01,2018-03-01,A,0.0009596900963255,18854786683.38658,Healthcare,Diagnostics & Research,162.75344374687157,36.02293657484963,270.6494325301319
2018-03-01,2018-03-01,IFF,0.0015415769719309,30286969796.88126,Basic Materials,Specialty Chemicals,2271.6454642776807,185.2034665281392,996.3253320935954
2018-03-01,2018-03-01,KKR,0.0008856079102117,17399312857.446144,Financial Services,Asset Management,284.7560458429668,18.603018893889843,101.5668325927306
2018-03-01,2018-03-01,KIM,0.0003604393866885,7081460748.968682,Real Estate,REIT - Retail,317.53518175138606,57.39479645291158,379.3543460407724
2018-03-01,2018-03-01,GEN,0.0004146454945008,8146434331.222024,Technology,Software - Infrastructure,190.04640359722072,31.9141766172352,97.71954274963994
2018-03-01,2018-03-01,L,0.0005172247631768,10161783073.93622,Financial Services,Insurance - Property & Casualty,277.925818236626,20.94309420108616,91.86448508093082
2018-03-01,2018-03-01,HAL,0.0017784986216123,34941709053.35905,Energy,Oil & Gas Equipment & Services,4007.311032197882,371.9699783972363,1433.4997592655416
2018-03-01,2018-03-01,KMI,0.00120969173536,23766505156.401463,Energy,Oil & Gas Midstream,4158.118782723818,373.0267757857784,1445.389014248995
2018-03-01,2018-03-01,HES,0.0006360011700532,12495352861.983356,Energy,Oil & Gas E&P,4069.796371939826,393.6686301844509,1444.7923720655842
2018-03-01,2018-03-01,JCI,0.0010441750456077,20514640945.47721,Industrials,Building Products & Equipment,771.2014144973032,137.449245756049,760.4297871919518
2018-03-01,2018-03-01,WTW,0.0007383316667771,14505814045.568567,Financial Services,Insurance Brokers,318.2898640440805,18.2796986092336,100.04797715415508
2018-03-01,2018-03-01,HPE,0.0009927154778478,19503627935.49948,Technology,Communication Equipment,196.37151485419608,29.882787075400504,103.29654155853545
2018-03-01,2018-03-01,ZTS,0.0017691039413302,34757134164.698265,Healthcare,Drug Manufacturers - Specialty & Generic,159.08159395603292,39.99599050969776,302.9960120418335
2018-03-01,2018-03-01,AOS,0.0004218124680008,8287242032.610283,Industrials,Specialty Industrial Machinery,878.2112538527429,155.09379987694882,641.94216849757
2018-03-01,2018-03-01,INTU,0.0022874131802994,44940223658.07629,Technology,Software - Application,186.55687060057315,30.91281584970894,100.93380904902745
2018-03-01,2018-03-01,INTC,0.0089265071242275,175376809971.72885,Technology,Semiconductors,199.21692923255782,31.767892291197427,93.13878007568816
2018-03-01,2018-03-01,HSY,0.0008527707887178,16754170302.120914,Consumer Defensive,Confectioners,584.0671835817675,85.07691312106368,506.6669606693841
2018-03-01,2018-03-01,MO,0.0032166836232768,63197363166.54825,Consumer Defensive,Tobacco,572.6576857912684,77.42951327798355,543.3494259643163
2018-03-01,2018-03-01,KMB,0.0014743268490384,28965723775.4584,Consumer Defensive,Household & Personal Products,499.6332319452808,77.42038795712693,506.8542219778762
2018-03-01,2018-03-01,IR,0.0006440337387665,12653166691.872791,Industrials,Specialty Industrial Machinery,802.132821817129,153.72810801630007,665.0002793601669
2018-03-01,2018-03-01,WMT,0.0109278579941751,214696840339.81253,Consumer Defensive,Discount Stores,566.0731213874104,76.24505324375318,532.8304249184642
2018-03-01,2018-03-01,JPM,0.0133510636473871,262304944097.705,Financial Services,Banks - Diversified,277.31294116080073,20.30077160689844,98.8311428447046
2018-03-01,2018-03-01,IPG,0.0003314152505081,6511230944.111346,Communication Services,Advertising Agencies,153.64426744296438,50.96253294157206,203.8542635005861
2018-03-01,2018-03-01,GNRC,0.0001337724309045,2628192849.42085,Industrials,Specialty Industrial Machinery,860.08554524634,149.3347483575048,704.3519137919172
2018-03-01,2018-03-01,HUBB,0.0003046888437416,5986144043.32446,Industrials,Electrical Equipment & Parts,864.5359617316191,151.83968673758025,710.01392159972
2018-03-01,2018-03-01,HPQ,0.0008970858351497,17624816722.81254,Technology,Computer Hardware,217.0844731740651,27.972720906793686,94.34757448108225
2018-03-01,2018-03-01,WEC,0.0007783288443712,15291628397.890827,Utilities,Utilities - Regulated Electric,2368.6481441307856,327.0485351883423,1138.2640815478373
2018-03-01,2018-03-01,LMT,0.0035497148099773,69740341997.10468,Industrials,Aerospace & Defense,766.8182178287481,162.46053138817734,706.9995111876818
2018-03-01,2018-03-01,LNT,0.0004030061632472,7917759357.119161,Utilities,Utilities - Regulated Electric,2644.9112340700826,293.1999001311394,1150.8439257590585
2018-03-01,2018-03-01,LKQ,0.0004843523832633,9515947805.42736,Consumer Cyclical,Auto Parts,453.39098903588155,107.6477996509042,622.6474052338522
2018-03-01,2018-03-01,GD,0.0026482636201542,52029760263.8183,Industrials,Aerospace & Defense,821.9236113643309,153.89950137244347,631.2801765108193
2018-03-01,2018-03-01,LYV,0.0005240547006335,10295969114.095629,Communication Services,Entertainment,162.8834500686891,48.03401828521985,196.2371166225076
2018-03-01,2018-03-01,JNJ,0.0132937583715755,261179081951.7918,Healthcare,Drug Manufacturers - General,140.98545892873636,36.83047786573568,284.61038465222214
2018-03-01,2018-03-01,HUM,0.001602764045306,31489096629.9968,Healthcare,Healthcare Plans,146.44039789571855,39.24365459223918,314.78924452158947
2018-03-01,2018-03-01,APD,0.0015199422766233,29861918453.17477,Basic Materials,Specialty Chemicals,2261.7288721812024,199.82069663278756,931.6226613189423
2018-03-01,2018-03-01,ZBH,0.001096717247245,21546924187.26581,Healthcare,Medical Devices,159.51172659462426,43.004353144212544,297.80408174402373
2018-03-01,2018-03-01,WAT,0.0006322592677306,12421836660.917408,Healthcare,Diagnostics & Research,156.96498430609066,37.92566838466306,329.92747316102464
2018-03-01,2018-03-01,ISRG,0.0026070026207857,51219115927.26168,Healthcare,Medical Instruments & Supplies,147.82810598757584,37.991417921582546,286.05796030852423
2018-03-01,2018-03-01,ARE,0.0008454761038268,16610853487.591644,Real Estate,REIT - Office,366.4634057890227,56.09920711707873,403.4540278678061
2018-03-01,2018-03-01,ABT,0.0046593087951188,91540252171.3529,Healthcare,Medical Devices,147.64123258321223,40.22505391515885,294.9548236334628
2018-03-01,2018-03-01,ICE,0.0019270989103581,37861221045.94771,Financial Services,Financial Data & Stock Exchanges,281.8923502967435,18.232567589169136,103.01362114455172
2018-03-01,2018-03-01,KEYS,0.0004142938681019,8139526016.9979105,Technology,Scientific & Technical Instruments,187.58029871371573,28.116624350584495,106.49497792489773
2018-03-01,2018-03-01,LW,0.00035519355758,6978397281.713246,Consumer Defensive,Packaged Foods,581.0946020156213,77.41606399271876,520.6548649267721
2018-03-01,2018-03-01,WELL,0.0012707802059644,24966694766.0172,Real Estate,REIT - Healthcare Facilities,368.32017963932395,57.03281127948286,374.2152416443784
2018-03-01,2018-03-01,AXP,0.0031192534246727,61283176890.96492,Financial Services,Credit Services,288.9614156053294,21.02644299836627,98.09350622715175
2018-03-01,2018-03-01,DIS,0.0090142546877935,177100763984.96405,Communication Services,Entertainment,152.06713625951505,46.78747201556996,187.52255099832766
2018-03-01,2018-03-01,GOOG,0.0338284249855114,664618442327.216,Communication Services,Internet Content & Information,136.33565947371912,52.9479463317952,185.85165992624334
2018-03-01,2018-03-01,HSIC,0.0003202249165726,6291377305.86042,Healthcare,Medical Distribution,139.86797178819765,37.971623232549604,281.8840240926079
2018-03-01,2018-03-01,PODD,0.0002728365940246,5360351012.741823,Healthcare,Medical Devices,163.74244998459795,42.84734532388023,324.4464176553787
2018-03-01,2018-03-01,VMC,0.0007396442603962,14531602237.802706,Basic Materials,Building Materials,2432.979440972305,199.86007746702546,924.8189338784662
2018-03-01,2018-03-01,WMB,0.001131645974396,22233159985.75352,Energy,Oil & Gas Midstream,3889.586135591958,434.66243179745305,1578.3740231522659
2018-03-01,2018-03-01,IBM,0.0050125741285675,98480766125.0896,Technology,Information Technology Services,195.3996569492522,32.441456407259764,90.14539879539075
2018-03-01,2018-03-01,HLT,0.0009713453156914,19083773807.18061,Consumer Cyclical,Lodging,488.4852124596273,106.1559847059928,607.7492938472188
2018-03-01,2018-03-01,IP,0.0007333328849781,14407604253.826143,Consumer Cyclical,Packaging & Containers,537.7476908908789,99.65538096189532,631.6412006424652
2018-03-01,2018-03-01,AFL,0.0010513484424994,20655574845.6044,Financial Services,Insurance - Life,285.88703591722833,21.25689102988276,102.15790360449128
2018-03-01,2018-03-01,GS,0.0034903425016193,68573869389.67056,Financial Services,Capital Markets,318.94333668421297,19.92096685035795,91.34403567358382
2018-03-01,2018-03-01,ALLE,0.0003399005443981,6677939350.141318,Industrials,Security & Protection Services,755.0045136017326,140.7620478008688,673.539854993841
2018-03-01,2018-03-01,VST,0.0002800054350674,5501195405.266593,Utilities,Utilities - Independent Power Producers,2315.2240780840043,309.64245238685373,1257.5584152196627
2018-03-01,2018-03-01,GOOGL,0.0344160317800359,676163003229.6235,Communication Services,Internet Content & Information,136.7961779734276,50.50139515328371,206.38240429960143
2018-03-01,2018-03-01,XEL,0.0009773650191495,19202041386.5116,Utilities,Utilities - Regulated Electric,2307.9802167434723,312.1141392617628,1246.9264886201122
2018-03-01,2018-03-01,LEN,0.0007144997675528,14037594796.610306,Consumer Cyclical,Residential Construction,505.3033371017711,104.74159041301112,606.1055809693715
2018-03-01,2018-03-01,WY,0.0009852441674244,19356841004.15813,Real Estate,REIT - Specialty,372.5822660835622,64.6207610231632,436.86118376711283
