Review Date,effectDate,Symbol,Weight,Market Cap,Sector,Sub-Sector
2018-03-01,2018-03-01,HWM,0.0004891070854776,9609362227.788565,Industrials,Aerospace & Defense
2018-03-01,2018-03-01,ADP,0.0020385962137369,40051780143.12871,Technology,Software - Application
2018-03-01,2018-03-01,V,0.0114138432274031,224244868332.25995,Financial Services,Credit Services
2018-03-01,2018-03-01,DHR,0.0030842625973425,60595721026.08519,Healthcare,Diagnostics & Research
2018-03-01,2018-03-01,CHRW,0.000470872019476,9251102534.441433,Industrials,Integrated Freight & Logistics
2018-03-01,2018-03-01,STE,0.0004287315837822,8423180136.582152,Healthcare,Medical Devices
2018-03-01,2018-03-01,DRI,0.0004535692222425,8911158887.932137,Consumer Cyclical,Restaurants
2018-03-01,2018-03-01,PYPL,0.0038736660431561,76104929295.43489,Financial Services,Credit Services
2018-03-01,2018-03-01,DVA,0.0003032405858257,5957690489.232716,Healthcare,Medical Care Facilities
2018-03-01,2018-03-01,BXP,0.0007700543908189,15129062318.228125,Real Estate,REIT - Office
2018-03-01,2018-03-01,SYK,0.0029208839496037,57385862381.58209,Healthcare,Medical Devices
2018-03-01,2018-03-01,PAYC,0.0002935854495012,5767998487.101884,Technology,Software - Application
2018-03-01,2018-03-01,PAYX,0.0009432775240973,18532333060.62483,Technology,Software - Application
2018-03-01,2018-03-01,LRCX,0.0007743783460326,15214013964.071384,Technology,Semiconductor Equipment & Materials
2018-03-01,2018-03-01,PANW,0.0009634930069817,18929501499.630733,Technology,Software - Infrastructure
2018-03-01,2018-03-01,BRO,0.0003654469851934,7179843760.283252,Financial Services,Insurance Brokers
2018-03-01,2018-03-01,SNPS,0.0006511533611221,12793044097.39663,Technology,Software - Infrastructure
2018-03-01,2018-03-01,TTWO,0.0009693119180836,19043824162.724026,Communication Services,Electronic Gaming & Multimedia
2018-03-01,2018-03-01,DLR,0.0013339513272891,26207801683.435143,Real Estate,REIT - Specialty
2018-03-01,2018-03-01,BMY,0.0053298700003499,104714597234.61246,Healthcare,Drug Manufacturers - General
2018-03-01,2018-03-01,TROW,0.0009647092028118,18953395789.077435,Financial Services,Asset Management
2018-03-01,2018-03-01,ORCL,0.0063619399022058,124991411506.57672,Technology,Software - Infrastructure
2018-03-01,2018-03-01,DFS,0.0008496287055687,16692438595.455402,Financial Services,Credit Services
2018-03-01,2018-03-01,OKE,0.0010622957091993,20870653003.837967,Energy,Oil & Gas Midstream
2018-03-01,2018-03-01,BSX,0.002036796237365,40016416466.19029,Healthcare,Medical Devices
2018-03-01,2018-03-01,LUV,0.0016336900901413,32096692749.37259,Industrials,Airlines
2018-03-01,2018-03-01,COST,0.0038715803920707,76063953040.22223,Consumer Defensive,Discount Stores
2018-03-01,2018-03-01,AMT,0.0028031052729307,55071894744.50504,Real Estate,REIT - Specialty
2018-03-01,2018-03-01,REGN,0.0017270649335576,33931204495.35097,Healthcare,Biotechnology
2018-03-01,2018-03-01,FANG,0.0014769917764058,29018080924.11535,Energy,Oil & Gas E&P
2018-03-01,2018-03-01,CF,0.0003073827785446,6039071093.675506,Basic Materials,Agricultural Inputs
2018-03-01,2018-03-01,REG,0.0004061775465409,7980066716.258612,Real Estate,REIT - Retail
2018-03-01,2018-03-01,CFG,0.000717543763881,14097399416.510756,Financial Services,Banks - Regional
2018-03-01,2018-03-01,O,0.0015357900871836,30173276347.412422,Real Estate,REIT - Retail
2018-03-01,2018-03-01,CLX,0.0006678495119701,13121069117.012356,Consumer Defensive,Household & Personal Products
2018-03-01,2018-03-01,CNP,0.0007322152723272,14385646802.970736,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,SLB,0.0038132402276427,74917758701.47191,Energy,Oil & Gas Equipment & Services
2018-03-01,2018-03-01,RTX,0.0048639631867515,95561044834.3456,Industrials,Aerospace & Defense
2018-03-01,2018-03-01,CME,0.0023589216222883,46345131789.27959,Financial Services,Financial Data & Stock Exchanges
2018-03-01,2018-03-01,CNC,0.0013127365291342,25790999952.05056,Healthcare,Healthcare Plans
2018-03-01,2018-03-01,STX,0.0004294509248566,8437312847.301493,Technology,Computer Hardware
2018-03-01,2018-03-01,RJF,0.0005662365634732,11124705420.530426,Financial Services,Asset Management
2018-03-01,2018-03-01,CMS,0.0005231095304731,10277399596.892002,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,SBAC,0.0008093309597702,15900719056.240206,Real Estate,REIT - Specialty
2018-03-01,2018-03-01,AVGO,0.0045864345599685,90108510650.06844,Technology,Semiconductors
2018-03-01,2018-03-01,PCAR,0.0009489302524501,18643390773.60844,Industrials,Farm & Heavy Construction Machinery
2018-03-01,2018-03-01,DXCM,0.0002717371220394,5338749966.919921,Healthcare,Medical Devices
2018-03-01,2018-03-01,DAL,0.0017011250909566,33421571020.216576,Industrials,Airlines
2018-03-01,2018-03-01,BWA,0.0004297809604763,8443796972.990591,Consumer Cyclical,Auto Parts
2018-03-01,2018-03-01,TPR,0.000483542012627,9500026660.112576,Consumer Cyclical,Luxury Goods
2018-03-01,2018-03-01,OMC,0.0005758749288987,11314067929.083384,Communication Services,Advertising Agencies
2018-03-01,2018-03-01,D,0.0022802005186043,44798518332.36599,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,ODFL,0.00048757314168,9579225225.021358,Industrials,Trucking
2018-03-01,2018-03-01,BKNG,0.003309475804286,65020427492.74385,Consumer Cyclical,Travel Services
2018-03-01,2018-03-01,TRGP,0.0003781508914307,7429434167.7152195,Energy,Oil & Gas Midstream
2018-03-01,2018-03-01,DPZ,0.0003558249733532,6990802546.451341,Consumer Cyclical,Restaurants
2018-03-01,2018-03-01,OXY,0.0026094182701455,51266575574.44851,Energy,Oil & Gas E&P
2018-03-01,2018-03-01,DOV,0.0005025299260503,9873077354.841587,Industrials,Specialty Industrial Machinery
2018-03-01,2018-03-01,BA,0.0131255536009116,257874405700.42804,Industrials,Aerospace & Defense
2018-03-01,2018-03-01,TGT,0.0015147335296028,29759583528.250275,Consumer Defensive,Discount Stores
2018-03-01,2018-03-01,ORLY,0.000716839530987,14083563532.361626,Consumer Cyclical,Specialty Retail
2018-03-01,2018-03-01,NXPI,0.0014471139790555,28431079455.86439,Technology,Semiconductors
2018-03-01,2018-03-01,BK,0.0017007237578183,33413686130.355267,Financial Services,Banks - Diversified
2018-03-01,2018-03-01,TEL,0.0013883149317636,27275869562.462048,Technology,Electronic Components
2018-03-01,2018-03-01,DHI,0.0006359069271931,12493501296.534054,Consumer Cyclical,Residential Construction
2018-03-01,2018-03-01,NVR,0.0004409122890669,8662491348.270971,Consumer Cyclical,Residential Construction
2018-03-01,2018-03-01,DLTR,0.0011532415385649,22657442529.95476,Consumer Defensive,Discount Stores
2018-03-01,2018-03-01,ON,0.0005026534331362,9875503867.07472,Technology,Semiconductors
2018-03-01,2018-03-01,DG,0.000969875917891,19054904923.16829,Consumer Defensive,Discount Stores
2018-03-01,2018-03-01,TMUS,0.0034867029664129,68502364369.24212,Communication Services,Telecom Services
2018-03-01,2018-03-01,DVN,0.0007873547042849,15468957166.79032,Energy,Oil & Gas E&P
2018-03-01,2018-03-01,BR,0.0005161731831214,10141122948.64994,Technology,Information Technology Services
2018-03-01,2018-03-01,SYY,0.0012340459420753,24244986047.491047,Consumer Defensive,Food Distribution
2018-03-01,2018-03-01,PKG,0.000444779385433,8738467204.795094,Consumer Cyclical,Packaging & Containers
2018-03-01,2018-03-01,KDP,0.0010918795637555,21451879452.94257,Consumer Defensive,Beverages - Non-Alcoholic
2018-03-01,2018-03-01,RL,0.0002848046850646,5595485046.562107,Consumer Cyclical,Apparel Manufacturing
2018-03-01,2018-03-01,HBAN,0.0008188581479909,16087897294.59162,Financial Services,Banks - Regional
2018-03-01,2018-03-01,GM,0.0019410308425026,38134938165.33546,Consumer Cyclical,Auto Manufacturers
2018-03-01,2018-03-01,WFC,0.0079651331479953,156488940529.0627,Financial Services,Banks - Diversified
2018-03-01,2018-03-01,ALGN,0.0009643261346397,18945869746.35071,Healthcare,Medical Instruments & Supplies
2018-03-01,2018-03-01,A,0.0009596900963255,18854786683.38658,Healthcare,Diagnostics & Research
2018-03-01,2018-03-01,IFF,0.0015415769719309,30286969796.88126,Basic Materials,Specialty Chemicals
2018-03-01,2018-03-01,KKR,0.0008856079102117,17399312857.446144,Financial Services,Asset Management
2018-03-01,2018-03-01,KIM,0.0003604393866885,7081460748.968682,Real Estate,REIT - Retail
2018-03-01,2018-03-01,GEN,0.0004146454945008,8146434331.222024,Technology,Software - Infrastructure
2018-03-01,2018-03-01,L,0.0005172247631768,10161783073.93622,Financial Services,Insurance - Property & Casualty
2018-03-01,2018-03-01,HAL,0.0017784986216123,34941709053.35905,Energy,Oil & Gas Equipment & Services
2018-03-01,2018-03-01,KMI,0.00120969173536,23766505156.401463,Energy,Oil & Gas Midstream
2018-03-01,2018-03-01,HES,0.0006360011700532,12495352861.983356,Energy,Oil & Gas E&P
2018-03-01,2018-03-01,JCI,0.0010441750456077,20514640945.47721,Industrials,Building Products & Equipment
2018-03-01,2018-03-01,WTW,0.0007383316667771,14505814045.568567,Financial Services,Insurance Brokers
2018-03-01,2018-03-01,HPE,0.0009927154778478,19503627935.49948,Technology,Communication Equipment
2018-03-01,2018-03-01,ZTS,0.0017691039413302,34757134164.698265,Healthcare,Drug Manufacturers - Specialty & Generic
2018-03-01,2018-03-01,AOS,0.0004218124680008,8287242032.610283,Industrials,Specialty Industrial Machinery
2018-03-01,2018-03-01,INTU,0.0022874131802994,44940223658.07629,Technology,Software - Application
2018-03-01,2018-03-01,INTC,0.0089265071242275,175376809971.72885,Technology,Semiconductors
2018-03-01,2018-03-01,HSY,0.0008527707887178,16754170302.120914,Consumer Defensive,Confectioners
2018-03-01,2018-03-01,MO,0.0032166836232768,63197363166.54825,Consumer Defensive,Tobacco
2018-03-01,2018-03-01,KMB,0.0014743268490384,28965723775.4584,Consumer Defensive,Household & Personal Products
2018-03-01,2018-03-01,IR,0.0006440337387665,12653166691.872791,Industrials,Specialty Industrial Machinery
2018-03-01,2018-03-01,WMT,0.0109278579941751,214696840339.81253,Consumer Defensive,Discount Stores
2018-03-01,2018-03-01,JPM,0.0133510636473871,262304944097.705,Financial Services,Banks - Diversified
2018-03-01,2018-03-01,IPG,0.0003314152505081,6511230944.111346,Communication Services,Advertising Agencies
2018-03-01,2018-03-01,GNRC,0.0001337724309045,2628192849.42085,Industrials,Specialty Industrial Machinery
2018-03-01,2018-03-01,HUBB,0.0003046888437416,5986144043.32446,Industrials,Electrical Equipment & Parts
2018-03-01,2018-03-01,HPQ,0.0008970858351497,17624816722.81254,Technology,Computer Hardware
2018-03-01,2018-03-01,WEC,0.0007783288443712,15291628397.890827,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,LMT,0.0035497148099773,69740341997.10468,Industrials,Aerospace & Defense
2018-03-01,2018-03-01,LNT,0.0004030061632472,7917759357.119161,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,LKQ,0.0004843523832633,9515947805.42736,Consumer Cyclical,Auto Parts
2018-03-01,2018-03-01,GD,0.0026482636201542,52029760263.8183,Industrials,Aerospace & Defense
2018-03-01,2018-03-01,LYV,0.0005240547006335,10295969114.095629,Communication Services,Entertainment
2018-03-01,2018-03-01,JNJ,0.0132937583715755,261179081951.7918,Healthcare,Drug Manufacturers - General
2018-03-01,2018-03-01,HUM,0.001602764045306,31489096629.9968,Healthcare,Healthcare Plans
2018-03-01,2018-03-01,APD,0.0015199422766233,29861918453.17477,Basic Materials,Specialty Chemicals
2018-03-01,2018-03-01,ZBH,0.001096717247245,21546924187.26581,Healthcare,Medical Devices
2018-03-01,2018-03-01,WAT,0.0006322592677306,12421836660.917408,Healthcare,Diagnostics & Research
2018-03-01,2018-03-01,ISRG,0.0026070026207857,51219115927.26168,Healthcare,Medical Instruments & Supplies
2018-03-01,2018-03-01,ARE,0.0008454761038268,16610853487.591644,Real Estate,REIT - Office
2018-03-01,2018-03-01,ABT,0.0046593087951188,91540252171.3529,Healthcare,Medical Devices
2018-03-01,2018-03-01,ICE,0.0019270989103581,37861221045.94771,Financial Services,Financial Data & Stock Exchanges
2018-03-01,2018-03-01,KEYS,0.0004142938681019,8139526016.9979105,Technology,Scientific & Technical Instruments
2018-03-01,2018-03-01,LW,0.00035519355758,6978397281.713246,Consumer Defensive,Packaged Foods
2018-03-01,2018-03-01,WELL,0.0012707802059644,24966694766.0172,Real Estate,REIT - Healthcare Facilities
2018-03-01,2018-03-01,AXP,0.0031192534246727,61283176890.96492,Financial Services,Credit Services
2018-03-01,2018-03-01,DIS,0.0090142546877935,177100763984.96405,Communication Services,Entertainment
2018-03-01,2018-03-01,GOOG,0.0338284249855114,664618442327.216,Communication Services,Internet Content & Information
2018-03-01,2018-03-01,HSIC,0.0003202249165726,6291377305.86042,Healthcare,Medical Distribution
2018-03-01,2018-03-01,PODD,0.0002728365940246,5360351012.741823,Healthcare,Medical Devices
2018-03-01,2018-03-01,VMC,0.0007396442603962,14531602237.802706,Basic Materials,Building Materials
2018-03-01,2018-03-01,WMB,0.001131645974396,22233159985.75352,Energy,Oil & Gas Midstream
2018-03-01,2018-03-01,IBM,0.0050125741285675,98480766125.0896,Technology,Information Technology Services
2018-03-01,2018-03-01,HLT,0.0009713453156914,19083773807.18061,Consumer Cyclical,Lodging
2018-03-01,2018-03-01,IP,0.0007333328849781,14407604253.826143,Consumer Cyclical,Packaging & Containers
2018-03-01,2018-03-01,AFL,0.0010513484424994,20655574845.6044,Financial Services,Insurance - Life
2018-03-01,2018-03-01,GS,0.0034903425016193,68573869389.67056,Financial Services,Capital Markets
2018-03-01,2018-03-01,ALLE,0.0003399005443981,6677939350.141318,Industrials,Security & Protection Services
2018-03-01,2018-03-01,VST,0.0002800054350674,5501195405.266593,Utilities,Utilities - Independent Power Producers
2018-03-01,2018-03-01,GOOGL,0.0344160317800359,676163003229.6235,Communication Services,Internet Content & Information
2018-03-01,2018-03-01,XEL,0.0009773650191495,19202041386.5116,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,LEN,0.0007144997675528,14037594796.610306,Consumer Cyclical,Residential Construction
2018-03-01,2018-03-01,WY,0.0009852441674244,19356841004.15813,Real Estate,REIT - Specialty
2018-03-01,2018-03-01,HRL,0.0007600159503656,14931839637.587893,Consumer Defensive,Packaged Foods
2018-03-01,2018-03-01,JBHT,0.0005694914531602,11188653408.49206,Industrials,Integrated Freight & Logistics
2018-03-01,2018-03-01,ALL,0.0009980536016491,19608504693.05609,Financial Services,Insurance - Property & Casualty
2018-03-01,2018-03-01,JKHY,0.00040085873173,7875569317.512287,Technology,Information Technology Services
2018-03-01,2018-03-01,WDAY,0.0017361833619656,34110351933.86237,Technology,Software - Application
2018-03-01,2018-03-01,J,0.0003024244515165,5941656106.504977,Industrials,Engineering & Construction
2018-03-01,2018-03-01,INVH,0.0005723994448078,11245785979.101265,Real Estate,REIT - Residential
2018-03-01,2018-03-01,INCY,0.0008064310294352,15843744864.182686,Healthcare,Biotechnology
2018-03-01,2018-03-01,AMCR,0.0006044819868538,11876103504.366993,Consumer Cyclical,Packaging & Containers
2018-03-01,2018-03-01,ALB,0.000558451102368,10971746450.823732,Basic Materials,Specialty Chemicals
2018-03-01,2018-03-01,AEP,0.0013968463115625,27443483406.59759,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,HIG,0.0006511479375464,12792937541.788248,Financial Services,Insurance - Property & Casualty
2018-03-01,2018-03-01,LIN,0.0032120006296146,63105357583.83219,Basic Materials,Specialty Chemicals
2018-03-01,2018-03-01,KEY,0.0008593934522839,16884284084.990587,Financial Services,Banks - Regional
2018-03-01,2018-03-01,LVS,0.0022708481519682,44614774769.122894,Consumer Cyclical,Resorts & Casinos
2018-03-01,2018-03-01,GDDY,0.0004180496186217,8213314290.06512,Technology,Software - Infrastructure
2018-03-01,2018-03-01,GPN,0.0013717244674218,26949920938.692432,Industrials,Specialty Business Services
2018-03-01,2018-03-01,IVZ,0.0005222927174382,10261351879.41317,Financial Services,Asset Management
2018-03-01,2018-03-01,KLAC,0.0006832453464306,13423547152.033522,Technology,Semiconductor Equipment & Materials
2018-03-01,2018-03-01,ABBV,0.0076900841829531,151085123626.90582,Healthcare,Drug Manufacturers - General
2018-03-01,2018-03-01,ZBRA,0.0003565360268516,7004772433.277286,Technology,Communication Equipment
2018-03-01,2018-03-01,WST,0.0003130004781255,6149440605.307557,Healthcare,Medical Instruments & Supplies
2018-03-01,2018-03-01,WRB,0.0003319415175545,6521570378.617845,Financial Services,Insurance - Property & Casualty
2018-03-01,2018-03-01,WAB,0.0006754268896997,13269939925.681965,Industrials,Railroads
2018-03-01,2018-03-01,AMD,0.0009880763927287,19412485012.73559,Technology,Semiconductors
2018-03-01,2018-03-01,WBD,0.002961678667074,58187345796.54743,Communication Services,Entertainment
2018-03-01,2018-03-01,AIG,0.0015276848216983,30014034262.57505,Financial Services,Insurance - Diversified
2018-03-01,2018-03-01,GIS,0.0011001558381621,21614481306.466496,Consumer Defensive,Packaged Foods
2018-03-01,2018-03-01,LH,0.0006068292583599,11922219749.293625,Healthcare,Diagnostics & Research
2018-03-01,2018-03-01,HOLX,0.0004429865497692,8703243819.527975,Healthcare,Medical Instruments & Supplies
2018-03-01,2018-03-01,LDOS,0.000405946452921,7975526478.816994,Technology,Information Technology Services
2018-03-01,2018-03-01,KR,0.0008772370606935,17234852910.816418,Consumer Defensive,Grocery Stores
2018-03-01,2018-03-01,HCA,0.0012085749622373,23744564199.54252,Healthcare,Medical Care Facilities
2018-03-01,2018-03-01,GILD,0.0037616682575871,73904537352.2444,Healthcare,Drug Manufacturers - General
2018-03-01,2018-03-01,LHX,0.0013084682766415,25707142683.3653,Industrials,Aerospace & Defense
2018-03-01,2018-03-01,LII,0.0003387056067878,6654462715.519968,Industrials,Building Products & Equipment
2018-03-01,2018-03-01,HST,0.0005285322722437,10383938822.12246,Real Estate,REIT - Hotel & Motel
2018-03-01,2018-03-01,IRM,0.0003124346237386,6138323408.412049,Real Estate,REIT - Specialty
2018-03-01,2018-03-01,WDC,0.0013979636176047,27465434833.590366,Technology,Computer Hardware
2018-03-01,2018-03-01,AKAM,0.0005029928482092,9882172268.491331,Technology,Software - Infrastructure
2018-03-01,2018-03-01,ADBE,0.0046532364930663,91420951200.846,Technology,Software - Application
2018-03-01,2018-03-01,XYL,0.0008521187828673,16741360509.38211,Industrials,Specialty Industrial Machinery
2018-03-01,2018-03-01,WYNN,0.0008951273381241,17586338630.9999,Consumer Cyclical,Resorts & Casinos
2018-03-01,2018-03-01,AES,0.0003099626265671,6089756710.132408,Utilities,Utilities - Diversified
2018-03-01,2018-03-01,GWW,0.0005882985733394,11558152104.43954,Industrials,Industrial Distribution
2018-03-01,2018-03-01,IDXX,0.0007687202432505,15102850661.046812,Healthcare,Diagnostics & Research
2018-03-01,2018-03-01,GL,0.0003431133692296,6741060900.610885,Financial Services,Insurance - Life
2018-03-01,2018-03-01,HII,0.0004562028262207,8962900633.947687,Industrials,Aerospace & Defense
2018-03-01,2018-03-01,AEE,0.0006006977235204,11801755047.32018,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,IEX,0.0004886884275171,9601136961.561749,Industrials,Specialty Industrial Machinery
2018-03-01,2018-03-01,JBL,0.0001488921126758,2925245382.952777,Technology,Electronic Components
2018-03-01,2018-03-01,HAS,0.0005384870549785,10579517900.89174,Consumer Cyclical,Leisure
2018-03-01,2018-03-01,K,0.0008580647850465,16858180098.47503,Consumer Defensive,Packaged Foods
2018-03-01,2018-03-01,HON,0.0041295851749859,81132907240.94337,Industrials,Conglomerates
2018-03-01,2018-03-01,KO,0.007485909579326,147073757236.5536,Consumer Defensive,Beverages - Non-Alcoholic
2018-03-01,2018-03-01,WM,0.0015631276671498,30710370812.258125,Industrials,Waste Management
2018-03-01,2018-03-01,SRE,0.0013579398371548,26679097821.7419,Utilities,Utilities - Diversified
2018-03-01,2018-03-01,BKR,0.0010676992788824,20976815559.95291,Energy,Oil & Gas Equipment & Services
2018-03-01,2018-03-01,BDX,0.002929631373603,57557720791.04816,Healthcare,Medical Instruments & Supplies
2018-03-01,2018-03-01,TPL,0.0001913034417121,3758489953.256446,Energy,Oil & Gas E&P
2018-03-01,2018-03-01,EW,0.0013283777743486,26098299509.59259,Healthcare,Medical Devices
2018-03-01,2018-03-01,NI,0.0004384972532427,8615043755.060232,Utilities,Utilities - Regulated Gas
2018-03-01,2018-03-01,EA,0.0015982192547421,31399806288.321865,Communication Services,Electronic Gaming & Multimedia
2018-03-01,2018-03-01,BAX,0.0015356733139838,30170982134.12409,Healthcare,Medical Instruments & Supplies
2018-03-01,2018-03-01,TXT,0.0005598837498973,10999893311.6303,Industrials,Aerospace & Defense
2018-03-01,2018-03-01,NKE,0.0046995035530245,92329948333.69016,Consumer Cyclical,Footwear & Accessories
2018-03-01,2018-03-01,ELV,0.0025776513299277,50642458597.85002,Healthcare,Healthcare Plans
2018-03-01,2018-03-01,NEE,0.0032890511226147,64619148978.50061,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,BAC,0.0103889164169323,204108392555.8598,Financial Services,Banks - Diversified
2018-03-01,2018-03-01,AIZ,0.0001919809497015,3771800780.018895,Financial Services,Insurance - Property & Casualty
2018-03-01,2018-03-01,TMO,0.004004535965369,78676097296.48434,Healthcare,Diagnostics & Research
2018-03-01,2018-03-01,NWS,0.0004045020293939,7947148257.984879,Communication Services,Entertainment
2018-03-01,2018-03-01,ENPH,2.2356135522241745e-05,439225295.6976917,Technology,Solar
2018-03-01,2018-03-01,BALL,0.000563680146774,11074480153.30852,Consumer Cyclical,Packaging & Containers
2018-03-01,2018-03-01,TJX,0.0021305728938144,41858822530.40215,Consumer Cyclical,Apparel Retail
2018-03-01,2018-03-01,NWSA,0.0004398339835177,8641306154.020502,Communication Services,Entertainment
2018-03-01,2018-03-01,ETR,0.0005490134174864,10786326661.76062,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,NDSN,0.0003622579835177,7117190257.283741,Industrials,Specialty Industrial Machinery
2018-03-01,2018-03-01,EIX,0.0008296941290092,16300789051.407598,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,NSC,0.0014018118630691,27541040331.256287,Industrials,Railroads
2018-03-01,2018-03-01,TER,0.0003573484064637,7020733048.428432,Technology,Semiconductor Equipment & Materials
2018-03-01,2018-03-01,DUK,0.0022039612416391,43300664692.3438,Utilities,Utilities - Regulated Electric
2018-03-01,2018-03-01,NUE,0.000686174309862,13481091749.935356,Basic Materials,Steel
2018-03-01,2018-03-01,EMR,0.0017308838572318,34006233915.278,Industrials,Specialty Industrial Machinery
2018-03-01,2018-03-01,TFX,0.0005691261221191,11181475842.65407,Healthcare,Medical Instruments & Supplies
2018-03-01,2018-03-01,MHK,0.000760448991728,14940347490.848038,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
2018-03-01,2018-03-01,APH,0.0012898704483506,25341755891.794464,Technology,Electronic Components
2018-03-01,2018-03-01,IT,0.0004376330515656,8598065005.008167,Technology,Information Technology Services
2018-03-01,2018-03-01,AMP,0.0006553435485932,12875367642.501392,Financial Services,Asset Management
