Review Date,Symbol,Sector,Carbon Emissions,Waste,Water Usage
2018-03-01,MAS,Industrials,283.75813586911966,144.4010738191684,748.1238611831428
2018-03-01,ANSS,Information Technology,54.21289771289369,28.706778668653744,90.068082016441
2018-03-01,MA,Financials,31.617287759429953,21.76527145714461,90.01589564919766
2018-03-01,F,Consumer Discretionary,208.78411343993187,95.42906049140514,578.7358358297051
2018-03-01,MTCH,Communication Services,99.16854790179327,46.76527128696596,185.08138377435253
2018-03-01,VTR,Real Estate,116.60294703864895,61.57951080672995,382.0649202770476
2018-03-01,AON,Financials,27.909857218806756,20.03846123657904,107.90519587096314
2018-03-01,FMC,Materials,525.84741153855,218.5215018877984,1050.867904164271
2018-03-01,FTNT,Information Technology,52.4149171919062,30.820049317373773,92.93097521546365
2018-03-01,MAR,Consumer Discretionary,218.39310565096505,105.69398977723922,629.2074467267402
2018-03-01,BEN,Financials,32.54784566777293,19.152361527676373,96.5584632891889
2018-03-01,AMGN,Health Care,70.6663319677054,42.21805514790101,270.27741608618015
2018-03-01,LOW,Consumer Discretionary,180.36425238222762,95.62554525419506,644.939133667669
2018-03-01,VICI,Real Estate,121.06027657808565,54.14943386719269,392.20808515683024
2018-03-01,AWK,Utilities,638.3363648750986,316.2764432653751,1311.4820473606687
2018-03-01,LULU,Consumer Discretionary,180.7619605328178,92.13391204934818,560.7837734612636
2018-03-01,GE,Industrials,300.2083650851488,145.55452084435322,753.9656070732167
2018-03-01,LYB,Materials,527.1350431618202,217.4876318719423,950.3567268423709
2018-03-01,VTRS,Health Care,66.5652942022401,37.24769289761423,306.0355790712762
2018-03-01,AMP,Financials,32.38881515924292,21.018958057518617,95.82374594299036
2018-03-01,IT,Information Technology,54.969087565089126,29.485767236875144,101.6493854946728
2018-03-01,MTB,Financials,31.56200856393014,18.077891250622457,93.71256652149476
2018-03-01,GRMN,Consumer Discretionary,202.59980157796917,104.38273176418993,552.7523605220899
2018-03-01,VRTX,Health Care,68.12546082877648,39.808642374114314,283.97298635008167
2018-03-01,AME,Industrials,316.7709888843545,143.9948756600905,696.9587012729421
2018-03-01,MPC,Energy,769.3096941318346,368.949336740769,1643.7025124743684
2018-03-01,FCX,Materials,495.6767552223429,189.01089806426856,974.1294920953575
2018-03-01,MKTX,Financials,29.245812364319544,18.127682372973858,102.18735680846629
2018-03-01,VZ,Communication Services,94.61559090716159,52.52733107108188,192.8974137644853
2018-03-01,MKC,Consumer Staples,140.59687271084078,83.08179023286334,546.0486525667968
2018-03-01,FI,Financials,27.455183497421768,20.381571399460313,98.07084442074324
2018-03-01,VLO,Energy,783.3451741964326,394.37237785239074,1406.6762942597593
2018-03-01,APA,Energy,786.8257011909635,391.15964280604845,1444.2110121746098
2018-03-01,UAL,Industrials,294.782568893963,135.7320228309463,768.5225163472974
2018-03-01,ACGL,Financials,31.447998663236532,18.70710025353272,102.4221097367659
2018-03-01,FICO,Information Technology,48.291195855261286,32.984882526407866,93.14091562557098
2018-03-01,MCHP,Information Technology,49.32037478152891,30.489165484361866,108.47228737715898
2018-03-01,FDS,Financials,29.12629890108295,21.445508748651104,103.58851420372908
2018-03-01,UNP,Industrials,302.4272224218081,152.8693875232261,754.175500787535
2018-03-01,ADM,Consumer Staples,142.94690572774252,87.44547277077535,536.7759416425024
2018-03-01,MU,Information Technology,52.42594342156154,27.296884564139145,99.79700435396464
2018-03-01,FFIV,Information Technology,49.90441604599551,31.101652202463214,108.40353398654392
2018-03-01,MSFT,Information Technology,51.3131231431751,27.91403106627793,101.76272062467669
2018-03-01,ULTA,Consumer Discretionary,183.19605909708994,105.93206117272422,658.6894133046243
2018-03-01,ANET,Information Technology,52.557595344631736,27.677917696375616,92.55570237156245
2018-03-01,XOM,Energy,739.6662707657881,396.843131088371,1566.2845101127846
2018-03-01,MAA,Real Estate,130.3193551036032,57.04997990396719,387.30885418370286
2018-03-01,EXR,Real Estate,110.98096922603156,62.670244877437405,409.62831129715295
2018-03-01,UDR,Real Estate,114.65905831820778,58.2706865190322,404.36760109901576
2018-03-01,AJG,Financials,29.63767280143622,19.961125296238954,103.8352663938499
2018-03-01,EXPD,Industrials,315.957558859271,143.19054384741685,685.156887421246
2018-03-01,MGM,Consumer Discretionary,219.43417892236616,109.25775587069975,612.3791344368956
2018-03-01,NVDA,Information Technology,49.57745699191999,30.03634786414542,108.6695494008078
2018-03-01,FAST,Industrials,312.0101107993091,164.5298533379004,709.7976307913644
2018-03-01,APTV,Consumer Discretionary,192.420555442011,100.90621430354933,567.8636221084558
2018-03-01,MCD,Consumer Discretionary,214.6523887224155,99.87136960399526,544.6704210390299
2018-03-01,FE,Utilities,592.0588449205187,284.7652066378735,1163.973598828954
2018-03-01,MCK,Health Care,65.64683886054641,36.03541914294559,321.22120165615064
2018-03-01,UHS,Health Care,74.12493939144042,43.015046694033614,317.0359810020417
2018-03-01,APO,Financials,30.29087181496217,21.654423268222036,92.69241528985592
2018-03-01,FSLR,Information Technology,48.4858022850998,32.363027995178605,98.46296339222741
2018-03-01,MDT,Health Care,65.20025089326737,38.08104281132938,299.1698801761955
2018-03-01,FITB,Financials,29.064942781202888,20.97507898899827,103.46281459334112
2018-03-01,UNH,Health Care,76.69927378991069,37.31416250792065,274.16182005342347
2018-03-01,AAPL,Information Technology,49.77119667218261,29.76830385896768,97.25286679565737
2018-03-01,MRK,Health Care,69.43286753383747,43.45231828662712,314.13353536206483
2018-03-01,FIS,Financials,29.545194331097367,19.976016581961545,102.60818435755677
2018-03-01,META,Communication Services,95.91166109120634,52.48028505450591,190.93793283058153
2018-03-01,URI,Industrials,281.9098862329759,142.30677825152972,736.1385995873903
2018-03-01,AMAT,Information Technology,48.4052970679388,30.637184209594363,103.52205803838753
2018-03-01,FDX,Industrials,290.5423282015066,155.8632858496276,754.9625368797043
2018-03-01,MET,Financials,27.953671057760744,18.072388136295707,93.00853531986662
2018-03-01,FRT,Real Estate,119.94649227793678,63.160900223013236,414.28418292902603
2018-03-01,UPS,Industrials,277.293521124592,156.21850932051257,653.0778380602636
2018-03-01,MTD,Health Care,70.12080368311874,39.9956238843454,304.29605231462574
2018-03-01,TDY,Information Technology,45.84637740894812,30.845112541527186,96.76590447296758
2018-03-01,BX,Financials,27.285144333288645,20.69627030441973,109.830168266953
2018-03-01,DTE,Utilities,636.0529539933144,308.5091750644601,1168.3493502367432
2018-03-01,CAT,Industrials,305.20175158013166,162.63952988297038,640.1810433519767
2018-03-01,STZ,Consumer Staples,137.92857808597105,85.97181294224852,466.2602384465495
2018-03-01,PEG,Utilities,551.5239648750149,284.1395605692111,1241.7837238162017
2018-03-01,SWKS,Information Technology,45.85909934054993,32.81805544767415,90.46279850534552
2018-03-01,CBOE,Financials,29.571743504324633,21.996845386828284,96.69151316492555
2018-03-01,ED,Utilities,656.0629534045746,277.6817606022991,1184.649212018181
2018-03-01,PTC,Information Technology,50.03701666185977,28.3862529172861,103.79393624398293
2018-03-01,COP,Energy,830.0715003796183,425.2719481887416,1569.0522303121909
2018-03-01,SJM,Consumer Staples,146.02491850365323,85.48805190143827,508.99441184004235
2018-03-01,PSA,Real Estate,116.85371017488788,64.2464679994832,427.6753376721346
2018-03-01,CBRE,Real Estate,127.70104462186387,60.362361467865895,414.81653211081755
2018-03-01,CAG,Consumer Staples,150.07988520842363,82.1861054945455,456.0614366194759
2018-03-01,PHM,Consumer Discretionary,218.02597692495826,102.31405607063422,618.5106498054419
2018-03-01,SHW,Materials,549.9610642092924,184.5773093783508,1054.9401906337844
2018-03-01,CDW,Information Technology,46.12771688534896,32.321399800266335,95.64974160307732
2018-03-01,CMCSA,Communication Services,99.68343387080746,45.67679620693695,208.9864032595923
2018-03-01,PWR,Industrials,274.3097265493687,157.46071918699178,708.0560719802768
2018-03-01,CL,Consumer Staples,151.96510121808768,86.53861887207908,544.4777114018161
2018-03-01,SPG,Real Estate,131.5250103924498,55.53018042474994,384.76201273020473
2018-03-01,PRU,Financials,27.260628493383845,21.360516794413222,100.17804887831441
2018-03-01,PLD,Real Estate,109.94080400951651,59.673616762621535,431.828868681469
2018-03-01,CSGP,Real Estate,113.27458233883269,61.30081890509238,384.0624613539322
2018-03-01,SO,Utilities,546.1760751635902,314.89315687458975,1111.72454134745
2018-03-01,CAH,Health Care,64.41780406370542,41.26917319004292,288.45502165416326
2018-03-01,PPG,Materials,464.301260128354,199.40916713449496,1029.7138813958024
2018-03-01,PPL,Utilities,647.0384004397538,325.54352345096294,1222.3015171415077
2018-03-01,KMX,Consumer Discretionary,217.58116021832822,104.59228165686436,592.2222068762231
2018-03-01,CPAY,Financials,29.684184475827234,18.01791152386506,100.45060936405403
2018-03-01,PFG,Financials,28.763260410979342,20.875086218852992,106.89288510365232
2018-03-01,GLW,Information Technology,49.047730797233726,27.955788083646226,108.22069654460411
2018-03-01,PG,Consumer Staples,145.77921020019747,78.30817082332962,484.1611872230238
2018-03-01,SNA,Industrials,307.0724783971607,137.89138078871915,748.3889091466356
2018-03-01,CCL,Consumer Discretionary,187.89197109712683,92.9779945201472,604.2640979276689
2018-03-01,CPRT,Industrials,273.9128959644263,146.11858869791257,707.1297658219034
2018-03-01,PGR,Financials,27.639212566481955,20.066515485764228,101.90596201693678
2018-03-01,COO,Health Care,67.77059668349138,40.72640587081588,272.1727714113196
2018-03-01,QCOM,Information Technology,45.21382058565081,32.259976418940646,99.81233237885549
2018-03-01,NOW,Information Technology,54.139462009819475,27.99478035255036,107.81893952684692
2018-03-01,CE,Materials,469.1706875075494,194.265664146218,1093.2984615600503
2018-03-01,CTSH,Information Technology,47.24565985111004,27.644035815692497,98.91177884846417
2018-03-01,CSCO,Information Technology,48.04944796727368,31.53779705331545,101.5244239665008
2018-03-01,RF,Financials,28.934619035131256,21.58155449949861,92.38668366200768
2018-03-01,CTAS,Industrials,273.24525096986736,157.32097557666214,738.55960045058
2018-03-01,RSG,Industrials,328.2990487483916,160.42582555770642,673.1573986783675
2018-03-01,SPGI,Financials,28.43695338957025,21.081851715180647,109.1727250942456
2018-03-01,SCHW,Financials,30.579697130281478,19.355188225027995,99.06906031148812
2018-03-01,CINF,Financials,32.98907325627055,18.19432593358914,97.3829188053061
2018-03-01,RMD,Health Care,68.35924098240432,43.629370134392424,274.9552229792264
2018-03-01,RCL,Consumer Discretionary,187.4283596056568,92.79963996529867,541.3247441878165
2018-03-01,CHTR,Communication Services,96.80776038845308,54.89652000568912,208.5819773488096
2018-03-01,CI,Health Care,76.37151597222014,42.85173998265889,309.623920364051
2018-03-01,RVTY,Health Care,72.98679828455127,40.04734529137917,288.9197407347892
2018-03-01,CHD,Consumer Staples,162.09594525981626,80.89443674510399,521.3629832450329
2018-03-01,ROK,Industrials,299.2336033038553,141.43603480433015,737.196987803623
2018-03-01,ROST,Consumer Discretionary,196.21245081161408,109.78941650785141,562.8784760655142
2018-03-01,CVX,Energy,824.8805155951459,426.4160397075112,1375.7506202762333
2018-03-01,CB,Financials,27.157814542062276,20.251563867906626,100.73172429055055
2018-03-01,ROL,Industrials,277.19429881912066,163.75316391064732,671.7648132788581
2018-03-01,ROP,Information Technology,48.03451069483174,28.20471878894643,90.53428320096286
2018-03-01,CRL,Health Care,74.54693971911182,38.2043956608061,318.80367786103227
2018-03-01,POOL,Consumer Discretionary,190.85494740764665,98.84985854289835,576.3781133199423
2018-03-01,CRM,Information Technology,47.05221072687086,31.66342988067242,97.547010540227
2018-03-01,C,Financials,27.66767702218995,21.28120317443491,103.5270039195475
2018-03-01,DGX,Health Care,73.25710449275293,36.213382459864725,287.73306642658355
2018-03-01,SRE,Utilities,551.8364546986569,288.708984571317,1085.744580862907
2018-03-01,COR,Health Care,70.33767490186231,43.352090021475085,274.9294250073571
2018-03-01,KO,Consumer Staples,164.05299539846027,72.79675240364965,514.3983635019763
2018-03-01,RL,Consumer Discretionary,207.67590166214575,90.145460865682,623.1351995272576
2018-03-01,CMS,Utilities,646.0449217081499,289.44217768845414,1315.319224366529
2018-03-01,RJF,Financials,27.30370260413207,18.82810957369386,97.93248627764032
2018-03-01,STX,Information Technology,51.48653294993534,32.75497982407778,103.29394648163455
2018-03-01,CNC,Health Care,67.14708625222603,41.66680807372134,305.75400145777644
2018-03-01,CME,Financials,28.56938140092511,20.158714204449936,108.63747118205241
2018-03-01,RTX,Industrials,322.4478976615699,148.6819791868632,677.8204881130126
2018-03-01,SLB,Energy,756.3793704380305,409.9479167839004,1354.9526559104736
2018-03-01,CNP,Utilities,619.2637671283843,276.74374074889045,1283.360637779323
2018-03-01,CLX,Consumer Staples,141.87140100959877,76.40769422204082,454.2180126181906
2018-03-01,O,Real Estate,108.71764837155689,64.76561400025466,417.3508015447523
2018-03-01,CFG,Financials,32.87798664635044,20.18045533326824,108.13433156871754
2018-03-01,REG,Real Estate,129.49359264676494,65.10246466631881,424.5872090727962
2018-03-01,SBAC,Real Estate,118.25222946301194,63.726519145454084,406.77599441035414
2018-03-01,CF,Materials,486.8212825708021,209.6422782243099,954.7554214132167
2018-03-01,REGN,Health Care,68.9799235733735,41.76716600689999,298.6593121353199
2018-03-01,AMT,Real Estate,114.30823780155072,64.57217517767532,370.6672445009467
2018-03-01,COST,Consumer Staples,139.34130886434494,85.19301656728182,528.8363158962694
2018-03-01,LUV,Industrials,311.0186522882253,140.00363114183517,694.4955185163928
2018-03-01,BSX,Health Care,69.58331371882798,41.66598770590339,277.51060086018606
2018-03-01,OKE,Energy,837.1678323125807,423.6987764492813,1387.7236576127896
2018-03-01,DFS,Financials,29.69917361109968,18.503819079728732,104.3724922426007
2018-03-01,ORCL,Information Technology,46.831289200823775,29.25005583656237,107.53592244893974
2018-03-01,TROW,Financials,31.744535454847675,21.227502172074573,97.22262197853051
2018-03-01,BMY,Health Care,74.73954426466346,38.587945462585786,292.17488620581986
2018-03-01,DLR,Real Estate,114.66406040025515,61.87954823443365,381.1019110260648
2018-03-01,TTWO,Communication Services,93.46111558833007,54.43331223130235,196.79440051600113
2018-03-01,FANG,Energy,741.8203951711441,362.0490212754725,1398.4570471140235
2018-03-01,AVGO,Information Technology,48.274185546197515,32.450812885048,101.03138570089598
2018-03-01,PCAR,Industrials,309.92798056640487,139.39328689829,766.4077540263509
2018-03-01,DXCM,Health Care,70.28426905232294,40.6802083305093,311.5886211224104
2018-03-01,PKG,Materials,503.35530562690144,193.1028779493176,967.2599536477773
2018-03-01,SYY,Consumer Staples,145.55083063170466,85.86273241269984,536.226460809634
2018-03-01,BR,Industrials,294.2682297049249,140.70619462417716,641.4249451871956
2018-03-01,DVN,Energy,767.8336738078282,388.49810312009885,1390.3645345795517
2018-03-01,TMUS,Communication Services,104.83136131248125,47.44204480503106,193.33144639614127
2018-03-01,DG,Consumer Staples,159.71123538814348,73.9171824750421,501.50337286963776
2018-03-01,ON,Information Technology,51.24800296193401,32.867083046532684,107.77743434418579
2018-03-01,DLTR,Consumer Staples,138.16691193858594,85.56647850145717,498.90300498666187
2018-03-01,NVR,Consumer Discretionary,188.9066577695751,98.00534767084842,602.6464683334655
2018-03-01,DHI,Consumer Discretionary,199.3923430293436,106.5121647795761,554.1073072602813
2018-03-01,TEL,Information Technology,47.34044986419128,30.825009796251837,91.55324269690404
2018-03-01,BK,Financials,29.411281852381915,19.53508307501602,94.21660485289284
2018-03-01,NXPI,Information Technology,49.44191615741877,31.789812781191507,102.83267964499633
2018-03-01,ORLY,Consumer Discretionary,217.71485137857525,103.73789792933124,544.725663000947
2018-03-01,TGT,Consumer Staples,159.47372666514457,83.5603062178075,451.2344879088731
2018-03-01,BA,Industrials,287.40182457853615,150.03733323676144,717.9231917619593
2018-03-01,DOV,Industrials,278.39834492787236,139.485198227267,668.5432170685891
2018-03-01,OXY,Energy,852.9256268291864,403.4872528228004,1644.3060167163333
2018-03-01,DPZ,Consumer Discretionary,213.61237497098188,109.85086750283988,546.1053897296433
2018-03-01,TRGP,Energy,767.10993984646,393.2374701272899,1587.169306773798
2018-03-01,BKNG,Consumer Discretionary,182.24209220143075,97.87262969152071,546.9461153558289
2018-03-01,ODFL,Industrials,319.54900457092737,145.72526835898958,701.4683772512836
2018-03-01,D,Utilities,556.0772450595491,293.99680764232613,1318.1775257692814
2018-03-01,OMC,Communication Services,97.43949863471015,47.24490745786888,189.4455081086613
2018-03-01,TPR,Consumer Discretionary,205.1703342704173,97.15802387988106,620.7321210423494
2018-03-01,BWA,Consumer Discretionary,195.65038409340585,103.95134100689607,589.6392031747095
2018-03-01,DAL,Industrials,273.56516971323197,139.29439138944542,754.8356715832011
2018-03-01,SNPS,Information Technology,52.72940384935064,30.82708952174697,106.20956226929705
2018-03-01,BRO,Financials,31.985878448555447,19.025159273760742,99.2720155690415
2018-03-01,PANW,Information Technology,53.82992626120138,30.766459683554704,109.84471791143913
2018-03-01,CDNS,Information Technology,53.14634782314237,30.116124847620316,101.9451312276209
2018-03-01,CVS,Health Care,73.76470849062744,36.9492908285893,306.3655663156581
2018-03-01,PFE,Health Care,67.86754214803508,42.96339173509081,281.6832804257237
2018-03-01,CMI,Industrials,298.3473290041149,153.77719591195284,719.6084227467587
2018-03-01,STT,Financials,30.065835255907345,18.77014375715966,93.12223546231229
2018-03-01,CZR,Consumer Discretionary,182.71433140390297,94.11356467745789,614.8101857857688
2018-03-01,PCG,Utilities,643.7250375444054,324.8055519443446,1137.3826347839783
2018-03-01,CSX,Industrials,314.449600140658,151.26436668209212,697.0417806653236
2018-03-01,PM,Consumer Staples,151.50827396050119,73.84398940375627,504.8262747549962
2018-03-01,SBUX,Consumer Discretionary,202.7582770255806,90.57140012048562,605.2284877142176
2018-03-01,CPT,Real Estate,127.36849108937945,58.547777541314,377.7940273513573
2018-03-01,CCI,Real Estate,108.12792918779773,55.530623957969944,386.916886117405
2018-03-01,PSX,Energy,807.7779265590237,407.23861760680745,1414.6605691962352
2018-03-01,SWK,Industrials,302.5615038293705,138.944510417918,669.9645350000043
2018-03-01,CPB,Consumer Staples,150.04829397409554,83.67540091451079,503.0870876687723
2018-03-01,PNW,Utilities,636.3324460094702,309.39058304364255,1171.2318430952332
2018-03-01,CTRA,Energy,748.5304691507425,360.5870840855247,1587.3825242526148
2018-03-01,PNC,Financials,28.53981426311537,19.43198330613449,99.89231991654619
2018-03-01,STLD,Materials,476.7774950713296,218.1901817805504,914.7682657775248
2018-03-01,COF,Financials,30.720345102044014,20.34671048884058,99.23476262221722
2018-03-01,PEP,Consumer Staples,149.32017208902266,73.30107169519286,512.4885890360232
2018-03-01,PNR,Industrials,281.57736372942594,137.90744396054583,697.8866669781228
2018-03-01,DELL,Information Technology,49.937429939496475,32.6412718699636,106.48529195941956
2018-03-01,PARA,Communication Services,98.40247155857473,49.474561232193096,211.18566861487284
2018-03-01,SYF,Financials,27.22267379950818,21.80389108631299,106.62516208694245
2018-03-01,BLDR,Industrials,307.5735656180005,157.96581705649797,651.7200165107806
2018-03-01,DE,Industrials,281.53977510923306,138.77687168866933,722.6804167489877
2018-03-01,PH,Industrials,311.9591026140535,157.7105904781918,674.0850458420584
2018-03-01,DECK,Consumer Discretionary,195.36192198727022,99.92941085819331,616.3286183145672
2018-03-01,SMCI,Information Technology,48.47045632843364,32.2126746607674,101.02739889911388
2018-03-01,BG,Consumer Staples,164.74264035562894,78.46578423465834,498.7842952509802
2018-03-01,PAYX,Industrials,281.11436174563227,141.32274840296841,749.8959150621713
2018-03-01,PAYC,Industrials,320.17383576878956,138.69274633256856,644.7543741712602
2018-03-01,SYK,Health Care,74.43326786592743,41.69128365235039,304.75609354171564
2018-03-01,BXP,Real Estate,112.95219580700632,59.26175417179212,419.4323705605937
2018-03-01,DVA,Health Care,64.53679423271915,38.23211846943789,318.1663919409314
2018-03-01,PYPL,Financials,28.3384591220905,20.2712085679565,100.20453382141794
2018-03-01,DRI,Consumer Discretionary,184.61131417277753,104.64706217712919,632.6580865187018
